Reference:  206 apertures in PRDOPSSOC-029
Comparison: 206 apertures in new pre-delivery

Number of modified apertures 206. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCB5_SUB64P                   Sci2IdlX22 2.262450735022028e-07 2.260401671754054e-07        0.000000     0.0906
NRCB5_SUB64P                   Sci2IdlX30 1.427676097973316e-10  1.42606830555492e-10        0.000000     0.1126
NRCB5_SUB64P                   Sci2IdlX31 5.326826734772044e-11 5.325631189724346e-11        0.000000     0.0224
NRCB5_SUB64P                   Sci2IdlX32 1.442140771289207e-10 1.441737830128098e-10        0.000000     0.0279
NRCB5_SUB64P                   Sci2IdlX33 1.825945480581112e-11 1.825443085025841e-11        0.000000     0.0275
NRCB5_SUB64P                   Sci2IdlX40 2.285581735048317e-14 2.280727481501945e-14        0.000000     0.2124
NRCB5_SUB64P                   Sci2IdlX41 1.499879325745368e-14 1.503146442669263e-14        0.000000     0.2174
NRCB5_SUB64P                   Sci2IdlX42 2.729435220199861e-14 2.723343938761998e-14        0.000000     0.2232
NRCB5_SUB64P                   Sci2IdlX43 1.559588333902211e-14 1.562619913082383e-14        0.000000     0.1940
NRCB5_SUB64P                   Sci2IdlX44 4.986085648498192e-15 4.975794823496641e-15        0.000000     0.2064
NRCB5_SUB64P                   Sci2IdlX51 -5.343448944229535e-19 -5.344806107782443e-19        0.000000     0.0254
NRCB5_SUB64P                   Sci2IdlX52 9.625360151674543e-18 9.625379262119926e-18        0.000000     0.0002
NRCB5_SUB64P                   Sci2IdlX53 -5.433034629197163e-19 -5.435536724124642e-19        0.000000     0.0460
NRCB5_SUB64P                   Sci2IdlX54 4.759727937770714e-18 4.759742910226671e-18        0.000000     0.0003
NRCB5_SUB64P                   Sci2IdlX55 -3.267721839399579e-20 -3.279040515194383e-20        0.000000     0.3452
NRCB5_SUB64P                   Sci2IdlY10 0.0004175404292125451 0.0004173795109733908        0.000000     0.0385
NRCB5_SUB64P                   Sci2IdlY11   0.06255432469101202    0.0625540953606413        0.000000     0.0004
NRCB5_SUB64P                   Sci2IdlY20 4.497296469533774e-07 4.497979283572526e-07        0.000000     0.0152
NRCB5_SUB64P                   Sci2IdlY21  3.66102329015714e-08 3.619862832022623e-08        0.000000     1.1243
NRCB5_SUB64P                   Sci2IdlY22 -5.244473575992276e-08 -5.190286007575204e-08        0.000000     1.0332
NRCB5_SUB64P                   Sci2IdlY30 2.558338722270244e-11 2.556485841003712e-11        0.000000     0.0724
NRCB5_SUB64P                   Sci2IdlY31 1.439691010224006e-10 1.439414787237768e-10        0.000000     0.0192
NRCB5_SUB64P                   Sci2IdlY32 5.861033626108376e-11 5.857513298364842e-11        0.000000     0.0601
NRCB5_SUB64P                   Sci2IdlY33 1.451357071372354e-10 1.452276076592026e-10        0.000000     0.0633
NRCB5_SUB64P                   Sci2IdlY40 6.309261790027236e-15 6.319354085691082e-15        0.000000     0.1597
NRCB5_SUB64P                   Sci2IdlY41 1.892997398568518e-14  1.88853517191048e-14        0.000000     0.2357
NRCB5_SUB64P                   Sci2IdlY42 2.813218167284115e-14 2.818171818387556e-14        0.000000     0.1758
NRCB5_SUB64P                   Sci2IdlY43 1.641284912445878e-14  1.63703046259475e-14        0.000000     0.2592
NRCB5_SUB64P                   Sci2IdlY44 2.068596298890588e-14 2.072069063883651e-14        0.000000     0.1676
NRCB5_SUB64P                   Sci2IdlY50 -1.498036200924326e-19 -1.496827687311576e-19        0.000000     0.0807
NRCB5_SUB64P                   Sci2IdlY51 5.343311998723269e-18 5.343298424999118e-18        0.000000     0.0003
NRCB5_SUB64P                   Sci2IdlY52 -7.525219198571723e-19 -7.522774419463754e-19        0.000000     0.0325
NRCB5_SUB64P                   Sci2IdlY53 9.851035421776098e-18 9.851021619056313e-18        0.000000     0.0001
NRCB5_SUB64P                   Sci2IdlY54 -5.895428404980491e-19 -5.894219464225133e-19        0.000000     0.0205
NRCB5_SUB64P                   Idl2SciX00   0.01222657737182686   0.01223659190367954        0.000010     0.0818
NRCB5_SUB64P                   Idl2SciX10     16.03905251570442     16.03946828521227        0.000416     0.0026
NRCB5_SUB64P                   Idl2SciX11 -0.0004612003227615069 -0.0004625264301680032        0.000001     0.2867
NRCB5_SUB64P                   Idl2SciX20 -0.0009652647956783753 -0.0009621116121285808        0.000003     0.3267
NRCB5_SUB64P                   Idl2SciX21   0.00188686222402183   0.00188601234647217        0.000001     0.0450
NRCB5_SUB64P                   Idl2SciX22 -0.0009332006369183444 -0.0009323693619447299        0.000001     0.0891
NRCB5_SUB64P                   Idl2SciX30 -9.390073851039885e-06 -9.382131882326406e-06        0.000000     0.0846
NRCB5_SUB64P                   Idl2SciX31 -3.334447094927536e-06 -3.33207635515812e-06        0.000000     0.0711
NRCB5_SUB64P                   Idl2SciX32 -9.030376908967853e-06 -9.030130496067533e-06        0.000000     0.0027
NRCB5_SUB64P                   Idl2SciX33 -1.228548915393493e-06 -1.227659662736915e-06        0.000000     0.0724
NRCB5_SUB64P                   Idl2SciX40 -1.908943673643559e-08 -1.905107449850938e-08        0.000000     0.2010
NRCB5_SUB64P                   Idl2SciX41 -1.777450791741005e-08 -1.780171020612325e-08        0.000000     0.1528
NRCB5_SUB64P                   Idl2SciX42 -2.167438854786961e-08 -2.162642682842178e-08        0.000000     0.2213
NRCB5_SUB64P                   Idl2SciX43 -1.818520695188476e-08 -1.821083440665103e-08        0.000000     0.1407
NRCB5_SUB64P                   Idl2SciX44 -3.096823847604932e-09 -3.088950890116487e-09        0.000000     0.2542
NRCB5_SUB64P                   Idl2SciX50 -5.965778563785722e-11 -5.965798133166981e-11        0.000000     0.0003
NRCB5_SUB64P                   Idl2SciX51 7.705397590922447e-12 7.703972431936992e-12        0.000000     0.0185
NRCB5_SUB64P                   Idl2SciX53 9.443536778030144e-12 9.440451735434295e-12        0.000000     0.0327
NRCB5_SUB64P                   Idl2SciX54  -6.0451974458685e-11 -6.045171260274017e-11        0.000000     0.0004
NRCB5_SUB64P                   Idl2SciX55 1.715652940015653e-12   1.7141175038859e-12        0.000000     0.0895
NRCB5_SUB64P                   Idl2SciY00 -0.0008352183571105343 -0.0007639198673814462        0.000071     8.5365
NRCB5_SUB64P                   Idl2SciY10   -0.1076906999224424   -0.1076543553716471        0.000036     0.0337
NRCB5_SUB64P                   Idl2SciY11     15.98602677928612     15.98608420141484        0.000057     0.0004
NRCB5_SUB64P                   Idl2SciY20 -0.001835228443967916 -0.001835703493985712        0.000000     0.0259
NRCB5_SUB64P                   Idl2SciY21 -0.0001659655396669491 -0.0001641884344284366        0.000002     1.0708
NRCB5_SUB64P                   Idl2SciY22 0.0002138935819976062 0.0002116426843168069        0.000002     1.0523
NRCB5_SUB64P                   Idl2SciY30 -1.16423796951714e-06 -1.163685366205617e-06        0.000000     0.0475
NRCB5_SUB64P                   Idl2SciY31 -9.836042592950616e-06 -9.834588285297388e-06        0.000000     0.0148
NRCB5_SUB64P                   Idl2SciY32 -3.074375980125648e-06 -3.072010374543145e-06        0.000000     0.0769
NRCB5_SUB64P                   Idl2SciY33 -9.423594752382044e-06 -9.42949490071574e-06        0.000000     0.0626
NRCB5_SUB64P                   Idl2SciY40 -3.572624850794582e-09 -3.578528125943061e-09        0.000000     0.1650
NRCB5_SUB64P                   Idl2SciY41 -1.593748625504969e-08 -1.590400317424684e-08        0.000000     0.2101
NRCB5_SUB64P                   Idl2SciY42 -2.454537780870362e-08 -2.458150152013645e-08        0.000000     0.1470
NRCB5_SUB64P                   Idl2SciY43 -1.427771914869876e-08 -1.424470200098211e-08        0.000000     0.2312
NRCB5_SUB64P                   Idl2SciY44 -2.04182257389859e-08 -2.04453581399417e-08        0.000000     0.1327
NRCB5_SUB64P                   Idl2SciY50 7.875943593200063e-13 7.891828695672919e-13        0.000000     0.2013
NRCB5_SUB64P                   Idl2SciY51 -6.254128926105949e-11 -6.254157293277581e-11        0.000000     0.0005
NRCB5_SUB64P                   Idl2SciY52 7.553855592840027e-12 7.556561287164133e-12        0.000000     0.0358
NRCB5_SUB64P                   Idl2SciY54 6.823231919210766e-12 6.824271221826221e-12        0.000000     0.0152
NRCB5_SUB64P                   Idl2SciY55 -5.574271489735709e-11 -5.574254157866089e-11        0.000000     0.0003

NRCB5_SUB160P                     XDetRef               1990.48               1988.48        2.000000     0.1005
NRCB5_SUB160P                     YDetRef                 27.81                 26.31        1.500000     5.3937
NRCB5_SUB160P                     XSciRef                102.48                100.48        2.000000     1.9516
NRCB5_SUB160P                     YSciRef                133.19                134.69        1.500000     1.1137
NRCB5_SUB160P                   XSciScale            0.06234516            0.06234358        0.000002     0.0025
NRCB5_SUB160P                   YSciScale            0.06255552            0.06255528        0.000000     0.0004
NRCB5_SUB160P                       V2Ref           -149.815941           -149.690824        0.125117     0.0835
NRCB5_SUB160P                       V3Ref           -428.556948           -428.464494        0.092454     0.0216
NRCB5_SUB160P                 V3IdlYAngle            0.26676318            0.26530608        0.001457     0.5462
NRCB5_SUB160P                 V3SciXAngle          -89.36601072          -89.36760115        0.001590     0.0018
NRCB5_SUB160P                 V3SciYAngle            0.26676318            0.26530608        0.001457     0.5462
NRCB5_SUB160P                   XIdlVert1               -6.3584               -6.2335        0.124900     1.9643
NRCB5_SUB160P                   XIdlVert2                3.6255                3.7504        0.124900     3.3303
NRCB5_SUB160P                   XIdlVert3                3.6174                 3.742        0.124600     3.3298
NRCB5_SUB160P                   XIdlVert4               -6.3543               -6.2296        0.124700     1.9625
NRCB5_SUB160P                   YIdlVert1               -8.3379               -8.4311        0.093200     1.1054
NRCB5_SUB160P                   YIdlVert2               -8.2774               -8.3704        0.093000     1.1111
NRCB5_SUB160P                   YIdlVert3                1.7331                1.6402        0.092900     5.3603
NRCB5_SUB160P                   YIdlVert4                1.6722                 1.579        0.093200     5.5735
NRCB5_SUB160P                  Sci2IdlX10   0.06234387648863624   0.06234230216581606        0.000002     0.0025
NRCB5_SUB160P                  Sci2IdlX20 2.180284958469829e-07 2.172517432023292e-07        0.000000     0.3563
NRCB5_SUB160P                  Sci2IdlX21 -4.625120513574412e-07 -4.622915426407526e-07        0.000000     0.0477
NRCB5_SUB160P                  Sci2IdlX22 2.221188327740978e-07  2.21915051859006e-07        0.000000     0.0917
NRCB5_SUB160P                  Sci2IdlX30 1.404835441579895e-10 1.403265769133167e-10        0.000000     0.1117
NRCB5_SUB160P                  Sci2IdlX31 5.134679965906806e-11 5.133469821166561e-11        0.000000     0.0236
NRCB5_SUB160P                  Sci2IdlX32 1.422143367009537e-10 1.421752416217071e-10        0.000000     0.0275
NRCB5_SUB160P                  Sci2IdlX33 1.757201585811366e-11 1.756699794539529e-11        0.000000     0.0286
NRCB5_SUB160P                  Sci2IdlX40 2.232978123014708e-14 2.228123992493896e-14        0.000000     0.2174
NRCB5_SUB160P                  Sci2IdlX41 1.472031290787388e-14 1.475299699593977e-14        0.000000     0.2215
NRCB5_SUB160P                  Sci2IdlX42 2.667158760064539e-14 2.661068315455336e-14        0.000000     0.2283
NRCB5_SUB160P                  Sci2IdlX43 1.529747302409351e-14 1.532780040154681e-14        0.000000     0.1979
NRCB5_SUB160P                  Sci2IdlX44 4.880964378452168e-15 4.870680629310597e-15        0.000000     0.2107
NRCB5_SUB160P                  Sci2IdlX51 -5.345781319539575e-19 -5.347140176455995e-19        0.000000     0.0254
NRCB5_SUB160P                  Sci2IdlX52  9.62539299043449e-18 9.625412114119144e-18        0.000000     0.0002
NRCB5_SUB160P                  Sci2IdlX53 -5.437334646544564e-19 -5.439839868298609e-19        0.000000     0.0461
NRCB5_SUB160P                  Sci2IdlX54 4.759753667053865e-18 4.759768652971148e-18        0.000000     0.0003
NRCB5_SUB160P                  Sci2IdlX55 -3.287173748666264e-20 -3.298506592886623e-20        0.000000     0.3436
NRCB5_SUB160P                  Sci2IdlY10 0.0003995863560699124 0.0003994311872367608        0.000000     0.0388
NRCB5_SUB160P                  Sci2IdlY11    0.0625555170677393   0.06255527869125226        0.000000     0.0004
NRCB5_SUB160P                  Sci2IdlY20 4.456263581936394e-07 4.456963234011611e-07        0.000000     0.0157
NRCB5_SUB160P                  Sci2IdlY21 2.821884307794597e-08 2.780963776106679e-08        0.000000     1.4501
NRCB5_SUB160P                  Sci2IdlY22 -6.10516486027792e-08 -6.051361212501075e-08        0.000000     0.8813
NRCB5_SUB160P                  Sci2IdlY30 2.470905253074222e-11   2.4690369498709e-11        0.000000     0.0756
NRCB5_SUB160P                  Sci2IdlY31 1.417656567344958e-10 1.417393690554301e-10        0.000000     0.0185
NRCB5_SUB160P                  Sci2IdlY32  5.65389331301748e-11 5.650366561179133e-11        0.000000     0.0624
NRCB5_SUB160P                  Sci2IdlY33  1.43384326496398e-10 1.434748335658468e-10        0.000000     0.0631
NRCB5_SUB160P                  Sci2IdlY40 6.236665589127164e-15 6.246743120530206e-15        0.000000     0.1613
NRCB5_SUB160P                  Sci2IdlY41 1.847561127859601e-14 1.843098385527177e-14        0.000000     0.2415
NRCB5_SUB160P                  Sci2IdlY42 2.768405744661562e-14 2.773357635854786e-14        0.000000     0.1786
NRCB5_SUB160P                  Sci2IdlY43 1.601051458836624e-14 1.596796433956076e-14        0.000000     0.2658
NRCB5_SUB160P                  Sci2IdlY44 2.032242684547211e-14 2.035715155411206e-14        0.000000     0.1706
NRCB5_SUB160P                  Sci2IdlY50 -1.495959287874064e-19 -1.494749259424242e-19        0.000000     0.0809
NRCB5_SUB160P                  Sci2IdlY51 5.343288669231014e-18 5.343275072577607e-18        0.000000     0.0003
NRCB5_SUB160P                  Sci2IdlY52 -7.521017677178399e-19 -7.518569828618749e-19        0.000000     0.0325
NRCB5_SUB160P                  Sci2IdlY53 9.851011696943762e-18 9.850997866002237e-18        0.000000     0.0001
NRCB5_SUB160P                  Sci2IdlY54 -5.893350756105105e-19 -5.892140295094615e-19        0.000000     0.0205
NRCB5_SUB160P                  Idl2SciX00   0.01329197829859652   0.01329957763669398        0.000008     0.0571
NRCB5_SUB160P                  Idl2SciX10     16.03966868690728     16.04007652773577        0.000408     0.0025
NRCB5_SUB160P                  Idl2SciX11 -0.0004505669900746606 -0.0004518859652238583        0.000001     0.2919
NRCB5_SUB160P                  Idl2SciX20  -0.00092263432755559 -0.0009195177230255684        0.000003     0.3378
NRCB5_SUB160P                  Idl2SciX21  0.001915194750043178   0.00191433757601324        0.000001     0.0448
NRCB5_SUB160P                  Idl2SciX22 -0.0009166704422627063 -0.000915842649456854        0.000001     0.0903
