# MIRI aperture definition file for SIAF
#
# This file contains all the necessary aperture information to generate the full SIAF given the necessary reference files (focal plane alignment, distortion) and auxiliary information (DDC mapping, wedge offsets, ...)
# This file also defines the order in which the apertures are presented.
#
# Imager/LRS information is based on FLT-1 reference file: MIRI_FM_MIRIMAGE_DISTORTION_SS.04.00.fits
#
# Note that V3IdlYAngle will be populated automatically for 'None', or overridden with values specified here.
#
# Subarray locations are updated 2022-04-29 by D. Law based on new information from M. Ressler (JSOCOPS-97)
# Updated Coron centers 2022-10-03 by D. Law and M. Libralato (JSOCOPS-60)
# Added full-array versions of 1065,1140,1550,Lyot MASK apertures 2023-03-08 by D. Law (JSOCINT-614)
#
# MRS apertures, MIRIM_SLIT updated 2022-05-28 by D. Law based on FLT-1 distortion solution
# MRS apertures updated 2022-08-01 by D. Law based on FLT-3 distortion solution
#
# MRS
# Created  2022-08-01T16:22:15.905657
# Using program makesiaf_mrs.py
# Using input files:
# 1A : MIRI_FM_MIRIFUSHORT_12SHORT_DISTORTION_9B.05.07.fits
# 1B : MIRI_FM_MIRIFUSHORT_12MEDIUM_DISTORTION_9B.05.07.fits
# 1C : MIRI_FM_MIRIFUSHORT_12LONG_DISTORTION_9B.05.07.fits
# 2A : MIRI_FM_MIRIFUSHORT_12SHORT_DISTORTION_9B.05.07.fits
# 2B : MIRI_FM_MIRIFUSHORT_12MEDIUM_DISTORTION_9B.05.07.fits
# 2C : MIRI_FM_MIRIFUSHORT_12LONG_DISTORTION_9B.05.07.fits
# 3A : MIRI_FM_MIRIFULONG_34SHORT_DISTORTION_9B.05.07.fits
# 3B : MIRI_FM_MIRIFULONG_34MEDIUM_DISTORTION_9B.05.07.fits
# 3C : MIRI_FM_MIRIFULONG_34LONG_DISTORTION_9B.05.07.fits
# 4A : MIRI_FM_MIRIFULONG_34SHORT_DISTORTION_9B.05.07.fits
# 4B : MIRI_FM_MIRIFULONG_34MEDIUM_DISTORTION_9B.05.07.fits
# 4C : MIRI_FM_MIRIFULONG_34LONG_DISTORTION_9B.05.07.fits
             AperName ,  AperType , V3IdlYAngle , VIdlParity ,  XDetRef ,  YDetRef ,  XSciSize ,  YSciSize , XCorner , YCorner , XSciRef , YSciRef , parent_apertures , dependency_type ,   SliceName ,  SliceNum ,     v2ref ,     v3ref ,      v2ll ,      v2ul ,      v2ur ,      v2lr ,      v3ll ,      v3ul ,      v3ur ,      v3lr
     MIRIFU_3CSLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        301C ,         1 , -503.6922 , -316.2677 , -506.4023 , -506.4366 , -500.8910 , -500.8542 , -315.7344 , -316.1196 , -316.8155 , -316.4243
     MIRIFU_3CSLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        302C ,         2 , -503.7277 , -316.6558 , -506.4120 , -506.4463 , -501.0205 , -500.9837 , -316.1227 , -316.5078 , -317.1950 , -316.8039
     MIRIFU_3CSLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        303C ,         3 , -503.7633 , -317.0439 , -506.4208 , -506.4552 , -501.1205 , -501.0837 , -316.5111 , -316.8963 , -317.5780 , -317.1870
     MIRIFU_3CSLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        304C ,         4 , -503.7988 , -317.4321 , -506.4491 , -506.4835 , -501.0616 , -501.0248 , -316.8970 , -317.2822 , -317.9814 , -317.5903
     MIRIFU_3CSLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        305C ,         5 , -503.8344 , -317.8202 , -506.4575 , -506.4918 , -501.0427 , -501.0059 , -317.2856 , -317.6708 , -318.3798 , -317.9886
     MIRIFU_3CSLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        306C ,         6 , -503.8700 , -318.2083 , -506.4697 , -506.5041 , -501.1257 , -501.0889 , -317.6737 , -318.0590 , -318.7650 , -318.3738
     MIRIFU_3CSLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        307C ,         7 , -503.9055 , -318.5965 , -506.4760 , -506.5104 , -501.0616 , -501.0248 , -318.0626 , -318.4479 , -319.1695 , -318.7782
     MIRIFU_3CSLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        308C ,         8 , -503.9411 , -318.9846 , -506.5933 , -506.6277 , -501.1085 , -501.0716 , -318.4369 , -318.8221 , -319.5594 , -319.1682
     MIRIFU_3CSLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        309C ,         9 , -503.9766 , -319.3727 , -506.6632 , -506.6975 , -501.3744 , -501.3377 , -318.8174 , -319.2025 , -319.9198 , -319.5288
     MIRIFU_3CSLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        310C ,        10 , -504.0122 , -319.7608 , -506.7331 , -506.7674 , -501.4755 , -501.4388 , -319.1978 , -319.5829 , -320.3021 , -319.9111
     MIRIFU_3CSLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        311C ,        11 , -504.0478 , -320.1490 , -506.7679 , -506.8023 , -501.4784 , -501.4416 , -319.5828 , -319.9679 , -320.6977 , -320.3067
     MIRIFU_3CSLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        312C ,        12 , -504.0833 , -320.5371 , -506.7635 , -506.7979 , -501.4224 , -501.3856 , -319.9732 , -320.3584 , -321.1015 , -320.7104
     MIRIFU_3CSLICE13 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        313C ,        13 , -504.1189 , -320.9252 , -506.7941 , -506.8284 , -501.4108 , -501.3740 , -320.3589 , -320.7441 , -321.4993 , -321.1081
     MIRIFU_3CSLICE14 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        314C ,        14 , -504.1544 , -321.3134 , -506.8425 , -506.8768 , -501.4187 , -501.3818 , -320.7421 , -321.1273 , -321.8945 , -321.5033
     MIRIFU_3CSLICE15 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        315C ,        15 , -504.1900 , -321.7015 , -506.9268 , -506.9612 , -501.4119 , -501.3751 , -321.1202 , -321.5053 , -322.2918 , -321.9006
     MIRIFU_3CSLICE16 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        316C ,        16 , -504.2255 , -322.0896 , -507.0293 , -507.0635 , -501.5875 , -501.5508 , -321.4957 , -321.8807 , -322.6632 , -322.2721
     MIRIFU_CHANNEL4A ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -502.7341 , -319.7380 , -505.5546 , -506.8113 , -500.3141 , -498.9470 , -315.3317 , -323.1375 , -324.0244 , -316.3576
     MIRIFU_4ASLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        401A ,         1 , -502.1315 , -316.1939 , -505.5880 , -505.6927 , -498.8883 , -498.7741 , -315.3265 , -315.9770 , -317.0231 , -316.3845
     MIRIFU_4ASLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        402A ,         2 , -502.2411 , -316.8383 , -505.6593 , -505.7640 , -499.0580 , -498.9439 , -315.9822 , -316.6326 , -317.6532 , -317.0145
     MIRIFU_4ASLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        403A ,         3 , -502.3506 , -317.4826 , -505.7958 , -505.9005 , -499.1357 , -499.0216 , -316.6278 , -317.2783 , -318.2974 , -317.6588
     MIRIFU_4ASLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        404A ,         4 , -502.4602 , -318.1270 , -505.9832 , -506.0878 , -499.3127 , -499.1986 , -317.2659 , -317.9166 , -318.9267 , -318.2879
     MIRIFU_4ASLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        405A ,         5 , -502.5698 , -318.7714 , -506.1491 , -506.2535 , -499.4732 , -499.3593 , -317.9074 , -318.5582 , -319.5585 , -318.9197
     MIRIFU_4ASLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        406A ,         6 , -502.6794 , -319.4158 , -506.2663 , -506.3708 , -499.5284 , -499.4144 , -318.5563 , -319.2071 , -320.2059 , -319.5672
     MIRIFU_4ASLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        407A ,         7 , -502.7889 , -320.0602 , -506.3713 , -506.4757 , -499.6183 , -499.5042 , -319.2071 , -319.8579 , -320.8481 , -320.2095
     MIRIFU_4ASLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        408A ,         8 , -502.8985 , -320.7046 , -506.4240 , -506.5286 , -499.7641 , -499.6501 , -319.8654 , -320.5161 , -321.4823 , -320.8436
     MIRIFU_4ASLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        409A ,         9 , -503.0081 , -321.3490 , -506.5860 , -506.6904 , -499.8959 , -499.7818 , -320.5079 , -321.1587 , -322.1185 , -321.4798
     MIRIFU_4ASLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        410A ,        10 , -503.1176 , -321.9933 , -506.7043 , -506.8087 , -500.0862 , -499.9723 , -321.1567 , -321.8076 , -322.7466 , -322.1077
     MIRIFU_4ASLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        411A ,        11 , -503.2272 , -322.6377 , -506.7935 , -506.8980 , -500.0919 , -499.9778 , -321.8097 , -322.4605 , -323.4005 , -322.7618
     MIRIFU_4ASLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        412A ,        12 , -503.3368 , -323.2821 , -506.8892 , -506.9937 , -500.1848 , -500.0707 , -322.4618 , -323.1126 , -324.0421 , -323.4034
     MIRIFU_CHANNEL4B ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -502.8531 , -319.5916 , -505.5058 , -506.8752 , -500.3690 , -498.9721 , -315.4596 , -322.7503 , -323.5324 , -316.5790
     MIRIFU_4BSLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        401B ,         1 , -502.2190 , -316.3292 , -505.5693 , -505.6834 , -498.9966 , -498.8802 , -315.4488 , -316.0566 , -317.1738 , -316.5948
     MIRIFU_4BSLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        402B ,         2 , -502.3343 , -316.9224 , -505.6290 , -505.7432 , -499.1350 , -499.0186 , -316.0657 , -316.6733 , -317.7493 , -317.1702
     MIRIFU_4BSLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        403B ,         3 , -502.4496 , -317.5156 , -505.7340 , -505.8481 , -499.2097 , -499.0932 , -316.6748 , -317.2823 , -318.3351 , -317.7561
     MIRIFU_4BSLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        404B ,         4 , -502.5649 , -318.1087 , -506.0135 , -506.1275 , -499.4378 , -499.3214 , -317.2561 , -317.8644 , -318.8968 , -318.3174
     MIRIFU_4BSLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        405B ,         5 , -502.6802 , -318.7019 , -506.0629 , -506.1770 , -499.4950 , -499.3786 , -317.8743 , -318.4823 , -319.4852 , -318.9060
     MIRIFU_4BSLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        406B ,         6 , -502.7955 , -319.2951 , -506.2542 , -506.3682 , -499.5911 , -499.4747 , -318.4707 , -319.0791 , -320.0673 , -319.4882
     MIRIFU_4BSLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        407B ,         7 , -502.9107 , -319.8882 , -506.3670 , -506.4811 , -499.6877 , -499.5712 , -319.0792 , -319.6875 , -320.6492 , -320.0702
     MIRIFU_4BSLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        408B ,         8 , -503.0260 , -320.4814 , -506.3926 , -506.5067 , -499.8440 , -499.7276 , -319.7001 , -320.3080 , -321.2228 , -320.6436
     MIRIFU_4BSLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        409B ,         9 , -503.1413 , -321.0746 , -506.4884 , -506.6025 , -499.9372 , -499.8207 , -320.3105 , -320.9184 , -321.8051 , -321.2260
     MIRIFU_4BSLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        410B ,        10 , -503.2566 , -321.6677 , -506.6197 , -506.7338 , -500.1217 , -500.0053 , -320.9161 , -321.5240 , -322.3754 , -321.7960
     MIRIFU_4BSLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        411B ,        11 , -503.3719 , -322.2609 , -506.7530 , -506.8671 , -500.1167 , -500.0002 , -321.5215 , -322.1295 , -322.9699 , -322.3911
     MIRIFU_4BSLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        412B ,        12 , -503.4872 , -322.8541 , -506.8608 , -506.9749 , -500.2109 , -500.0944 , -322.1303 , -322.7383 , -323.5515 , -322.9727
     MIRIFU_CHANNEL4C ,  COMPOUND ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        None ,      None , -502.9254 , -319.5032 , -505.5749 , -506.8647 , -500.4237 , -499.0466 , -315.0452 , -323.0225 , -323.7721 , -316.1433
     MIRIFU_4CSLICE01 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        401C ,         1 , -502.3139 , -315.9281 , -505.6177 , -505.7252 , -499.0382 , -498.9233 , -315.0380 , -315.7030 , -316.7992 , -316.1640
     MIRIFU_4CSLICE02 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        402C ,         2 , -502.4251 , -316.5781 , -505.7018 , -505.8093 , -499.2049 , -499.0901 , -315.7068 , -316.3717 , -317.4261 , -316.7907
     MIRIFU_4CSLICE03 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        403C ,         3 , -502.5363 , -317.2281 , -505.7899 , -505.8974 , -499.2392 , -499.1242 , -316.3748 , -317.0396 , -318.0740 , -317.4390
     MIRIFU_4CSLICE04 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        404C ,         4 , -502.6475 , -317.8781 , -505.9151 , -506.0226 , -499.4121 , -499.2972 , -317.0368 , -317.7017 , -318.7003 , -318.0650
     MIRIFU_4CSLICE05 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        405C ,         5 , -502.7586 , -318.5282 , -506.1636 , -506.2709 , -499.5727 , -499.4579 , -317.6804 , -318.3458 , -319.3290 , -318.6934
     MIRIFU_4CSLICE06 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        406C ,         6 , -502.8698 , -319.1782 , -506.3619 , -506.4691 , -499.6212 , -499.5063 , -318.3325 , -318.9984 , -319.9739 , -319.3387
     MIRIFU_4CSLICE07 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        407C ,         7 , -502.9810 , -319.8282 , -506.4538 , -506.5610 , -499.7845 , -499.6697 , -319.0006 , -319.6664 , -320.6025 , -319.9670
     MIRIFU_4CSLICE08 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        408C ,         8 , -503.0922 , -320.4782 , -506.3635 , -506.4710 , -499.8883 , -499.7734 , -319.6937 , -320.3586 , -321.2394 , -320.6040
     MIRIFU_4CSLICE09 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        409C ,         9 , -503.2034 , -321.1283 , -506.5532 , -506.6605 , -500.0094 , -499.8946 , -320.3476 , -321.0129 , -321.8740 , -321.2385
     MIRIFU_4CSLICE10 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        410C ,        10 , -503.3145 , -321.7783 , -506.7069 , -506.8142 , -500.1942 , -500.0794 , -321.0069 , -321.6724 , -322.5006 , -321.8649
     MIRIFU_4CSLICE11 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        411C ,        11 , -503.4257 , -322.4283 , -506.8574 , -506.9646 , -500.2121 , -500.0973 , -321.6670 , -322.3327 , -323.1481 , -322.5128
     MIRIFU_4CSLICE12 ,      SLIT ,          0. ,         -1 ,     None ,     None ,      None ,      None ,    None ,    None ,    None ,    None ,             None ,            None ,        412C ,        12 , -503.5369 , -323.0783 , -506.9358 , -507.0431 , -500.2298 , -500.1148 , -322.3362 , -323.0018 , -323.7947 , -323.1598
